cpd_id	cpd_name	cpd_abbr	microbiome_related	KEGG	HMDB	class	pathway	super_pathway	sub_pathway
HMDB0000691	Malonic acid	Malonic acid	Y	C00383	HMDB0000691	Organic acids	map00061 Fatty acid biosynthesis; map00240 Pyrimidine metabolism; map00410 beta-Alanine metabolism; map01100 Metabolic pathways; map01212 Fatty acid metabolism	Lipid metabolism	Fatty acid biosynthesis
HMDB0000694	L-2-Hydroxyglutaric acid	L-2-Hydroxyglutaric acid		C03196	HMDB0000694	Fatty acids	map00310 Lysine degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Amino acid metabolism	Lysine degradation
HMDB0000695	Ketoleucine	Ketoleucine	Y	C00233	HMDB0000695	Organic acids	map00280 Valine, leucine and isoleucine degradation; map00290 Valine, leucine and isoleucine biosynthesis; map00966 Glucosinolate biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	Amino acid metabolism	Valine, leucine and isoleucine degradation
HMDB0000701	Hexanoylglycine	Hexanoylglycine			HMDB0000701	Amino acids, peptides, and analogues			
HMDB0000703	Mandelic acid	Mandelic acid	Y	C01984	HMDB0000703	Benzenoids	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation
HMDB0000705	Hexanylcarnitine(C6)	Hexanylcarnitine(C6)			HMDB0000705				
HMDB0000711	Hydroxyoctanoic acid	Hydroxyoctanoic acid			HMDB0000711	Fatty acids			
HMDB0000714	Hippuric acid	Hippuric acid	Y	C01586	HMDB0000714	Benzenoids			
HMDB0000716	L-Pipecolic acid	L-Pipecolic acid	Y	C00408	HMDB0000716	Amino acids and Peptides	map00310 Lysine degradation; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	Amino acid metabolism	Lysine degradation
HMDB0000720	Levulinic acid	Levulinic acid			HMDB0000720	Organic acids			
HMDB0000729	alpha-Hydroxyisobutyric acid	alpha-Hydroxyisobutyric acid	Y	C21297	HMDB0000729	Organic acids			
HMDB0000733	Hyodeoxycholic acid(HDCA)	Hyodeoxycholic acid(HDCA)		C15517	HMDB0000733	Bile acids	map00121 Secondary bile acid biosynthesis	Lipid metabolism	Secondary bile acid biosynthesis
HMDB0000734	Indoleacrylic acid	Indoleacrylic acid	Y	C21283	HMDB0000734	Indoles and derivatives			
HMDB0000736	Isobutyryl-L-carnitine(C4)	Isobutyryl-L-carnitine(C4)			HMDB0000736	Fatty acyls[FA]			
HMDB0000742	Homocysteine	Homocysteine		C00155	HMDB0000742	Amino acids and Peptides	map00270 Cysteine and methionine metabolism; map00920 Sulfur metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01230 Biosynthesis of amino acids; map01523 Antifolate resistance; map04621 NOD-like receptor signaling pathway	Amino acid metabolism	Cysteine and methionine metabolism
HMDB0000746	Hydroxyisocaproic acid	Hydroxyisocaproic acid			HMDB0000746	Fatty acids			
HMDB0000748	L-3-Phenyllactic acid	L-3-Phenyllactic acid		C05607	HMDB0000748	Benzenoids	map00360 Phenylalanine metabolism; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Amino acid metabolism	Phenylalanine metabolism
HMDB0000749	Mesaconic acid	Mesaconic acid		C01732	HMDB0000749	Fatty acyls[FA]	map00630 Glyoxylate and dicarboxylate metabolism; map00660 C5-Branched dibasic acid metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01200 Carbon metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism
HMDB0000752	Methylglutaric acid	Methylglutaric acid	Y		HMDB0000752	Fatty acids			
HMDB0000755	Hydroxyphenyllactic acid	Hydroxyphenyllactic acid	Y	C03672	HMDB0000755	Fatty acids			
HMDB0000759	Glycylleucine	Glycylleucine		C02155	HMDB0000759	Amino acids and Peptides			
HMDB0000761	Lithocholic acid(LCA)	Lithocholic acid(LCA)		C03990	HMDB0000761	Bile acids	map00121 Secondary bile acid biosynthesis; map04976 Bile secretion	Lipid metabolism	Secondary bile acid biosynthesis
HMDB0000763	5-Hydroxyindoleacetic acid	5-Hydroxyindoleacetic acid		C05635	HMDB0000763	Indole and derivatives	map00380 Tryptophan metabolism; map01100 Metabolic pathways; map04726 Serotonergic synapse	Amino acid metabolism	Tryptophan metabolism
HMDB0000765	Mannitol	Mannitol		C00392	HMDB0000765	Carbohydrates	map00051 Fructose and mannose metabolism; map01100 Metabolic pathways; map02010 ABC transporters; map02060 Phosphotransferase system (PTS)	Carbohydrate metabolism	Fructose and mannose metabolism
HMDB0000766	N-Acetyl-L-alanine	N-Acetyl-L-alanine			HMDB0000766	Amino acids and Peptides			
HMDB0000779	Phenyllactic acid	Phenyllactic acid	Y	C01479	HMDB0000779	Benzenoids			
HMDB0000784	Azelaic acid	Azelaic acid	Y	C08261	HMDB0000784	Fatty acids			
HMDB0000791	Octanoylcarnitine(C8)	Octanoylcarnitine(C8)		C02838	HMDB0000791	Fatty acyls[FA]			
HMDB0000792	Sebacic acid	Sebacic acid		C08277	HMDB0000792	Fatty acids			
HMDB0000806	Myristic acid	Myristic acid	Y	C06424	HMDB0000806	Fatty acids	map00061 Fatty acid biosynthesis; map01100 Metabolic pathways	Lipid metabolism	Fatty acid biosynthesis
HMDB0000807	3-Phosphoglyceric acid	3-Phosphoglyceric acid		C00597	HMDB0000807	Carbohydrates			
HMDB0000812	N-Acetyl-L-aspartic acid	N-Acetyl-L-aspartic acid		C01042	HMDB0000812	Amino acids and Peptides	map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways	Amino acid metabolism	Alanine, aspartate and glutamate metabolism
HMDB0000824	Propionylcarnitine(C3)	Propionylcarnitine(C3)			HMDB0000824	Carnitines or Acyl carnitines			
HMDB0000828	Ureidosuccinic acid	Ureidosuccinic acid	Y	C00438	HMDB0000828	Organic acids	map00240 Pyrimidine metabolism; map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	Nucleotide metabolism	Pyrimidine metabolism
HMDB0000840	Salicyluric acid	Salicyluric acid	Y	C07588	HMDB0000840	Benzenoids			
HMDB0000847	Pelargonic acid	Pelargonic acid		C01601	HMDB0000847	Fatty acids			
HMDB0000848	Stearoylcarnitine(C18)	Stearoylcarnitine(C18)			HMDB0000848	Carnitines or Acyl carnitines			
HMDB0000849	Rhamnose	Rhamnose	Y	C00507	HMDB0000849	Carbohydrates	map00051 Fructose and mannose metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Carbohydrate metabolism	Fructose and mannose metabolism
HMDB0000857	Pimelic acid	Pimelic acid		C02656	HMDB0000857	Fatty acids	map00780 Biotin metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	Metabolism of cofactors and vitamins	Biotin metabolism
HMDB0000858	Monomethyl glutaric acid	Monomethyl glutaric acid		C02930	HMDB0000858	Fatty acids			
HMDB0000870	Histamine	Histamine		C00388	HMDB0000870	Amino acids and Peptides	map00340 Histidine metabolism; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04080 Neuroactive ligand-receptor interaction; map04664 Fc epsilon RI signaling pathway; map04721 Synaptic vesicle cycle; map04750 Inflammatory mediator regulation of TRP channels; map04971 Gastric acid secretion; map04974 Protein digestion and absorption; map05310 Asthma; map07227 Histamine H2/H3 receptor agonists/antagonists	Amino acid metabolism	Histidine metabolism
HMDB0000873	4-Methylcatechol	4-Methylcatechol		C06730	HMDB0000873	Benzenoids	map00622 Xylene degradation; map00623 Toluene degradation; map00626 Naphthalene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	Xenobiotics biodegradation and metabolism	Xylene degradation
HMDB0000875	Trigonelline	Trigonelline		C01004	HMDB0000875	Alkaloids and derivatives	map00960 Tropane, piperidine and pyridine alkaloid biosynthesis	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis
HMDB0000883	L-Valine(Val)	L-Valine(Val)		C00183	HMDB0000883	Amino acids and Peptides	map00280 Valine, leucine and isoleucine degradation; map00290 Valine, leucine and isoleucine biosynthesis; map00311 Penicillin and cephalosporin biosynthesis; map00460 Cyanoamino acid metabolism; map00770 Pantothenate and CoA biosynthesis; map00966 Glucosinolate biosynthesis; map00970 Aminoacyl-tRNA biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids; map01240 Biosynthesis of cofactors; map02010 ABC transporters; map04974 Protein digestion and absorption; map04978 Mineral absorption; map05230 Central carbon metabolism in cancer	Amino acid metabolism	Valine, leucine and isoleucine degradation
HMDB0000892	Valeric acid	Valeric acid	Y	C00803	HMDB0000892	Fatty acids			
HMDB0000893	Suberic acid	Suberic acid	Y	C08278	HMDB0000893	Fatty acids			
HMDB0000904	Citrulline(Cit)	Citrulline(Cit)		C00327	HMDB0000904	Amino acids and Peptides	map00220 Arginine biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01230 Biosynthesis of amino acids	Amino acid metabolism	Arginine biosynthesis
HMDB0000910	Tridecanoic acid	Tridecanoic acid		C17076	HMDB0000910	Fatty acids			
HMDB0000933	Traumatic acid	Traumatic acid		C16308	HMDB0000933	Fatty acids	map00592 alpha-Linolenic acid metabolism; map01110 Biosynthesis of secondary metabolites	Lipid metabolism	alpha-Linolenic acid metabolism
HMDB0000939	S-Adenosylhomocysteine	S-Adenosylhomocysteine		C00021	HMDB0000939	Nucleosides	map00270 Cysteine and methionine metabolism; map01100 Metabolic pathways; map01230 Biosynthesis of amino acids; map01240 Biosynthesis of cofactors; map05208 Chemical carcinogenesis - reactive oxygen species	Amino acid metabolism	Cysteine and methionine metabolism
HMDB0000946	Ursodeoxycholic acid(UDCA)	Ursodeoxycholic acid(UDCA)		C07880	HMDB0000946	Bile acids	map00121 Secondary bile acid biosynthesis	Lipid metabolism	Secondary bile acid biosynthesis
HMDB0000947	Undecanoic acid	Undecanoic acid		C17715	HMDB0000947	Fatty acids			
HMDB0000954	Ferulic acid	Ferulic acid		C01494	HMDB0000954	Phenylpropanoids and polyketides	map00940 Phenylpropanoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis
HMDB0000959	Tiglylglycine	Tiglylglycine			HMDB0000959	Amino acids, peptides, and analogues			
HMDB0001015	N-Formylmethionine	N-Formylmethionine		C03145	HMDB0001015	Amino acids and Peptides	map00270 Cysteine and methionine metabolism	Amino acid metabolism	Cysteine and methionine metabolism
HMDB0001051	Glyceraldehyde	Glyceraldehyde		C02154	HMDB0001051	Carbohydrates			
HMDB0001138	N-Acetyl-L-glutamic acid	N-Acetyl-L-glutamic acid		C00624	HMDB0001138	Amino acids, peptides, and analogues	map00220 Arginine biosynthesis; map00470 D-Amino acid metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	Amino acid metabolism	Arginine biosynthesis
HMDB0001149	5-Aminolevulinic acid	5-Aminolevulinic acid		C00430	HMDB0001149	Amino acids and Peptides	map00260 Glycine, serine and threonine metabolism; map00860 Porphyrin metabolism; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01240 Biosynthesis of cofactors; map02010 ABC transporters	Amino acid metabolism	Glycine, serine and threonine metabolism
HMDB0001151	Allose	Allose		C01487	HMDB0001151	Carbohydrates			
HMDB0001256	Spermine	Spermine		C00750	HMDB0001256	Organonitrogen	map00330 Arginine and proline metabolism; map00410 beta-Alanine metabolism; map00480 Glutathione metabolism; map00770 Pantothenate and CoA biosynthesis; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors; map04976 Bile secretion	Amino acid metabolism	Arginine and proline metabolism
HMDB0001370	Diaminopimelic acid	Diaminopimelic acid		C00666	HMDB0001370	Amino acids, peptides, and analogues	map00300 Lysine biosynthesis; map00470 D-Amino acid metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01230 Biosynthesis of amino acids	Amino acid metabolism	Lysine biosynthesis
HMDB0001388	alpha-Linolenic acid	alpha-Linolenic acid	Y	C06427	HMDB0001388	Fatty acids	map00592 alpha-Linolenic acid metabolism; map01040 Biosynthesis of unsaturated fatty acids; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Lipid metabolism	alpha-Linolenic acid metabolism
HMDB0001397	Guanosine monophosphate	Guanosine monophosphate		C00144	HMDB0001397	Nucleosides	map00230 Purine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01232 Nucleotide metabolism; map01523 Antifolate resistance; map04022 cGMP-PKG signaling pathway; map04740 Olfactory transduction; map04742 Taste transduction; map04744 Phototransduction	Nucleotide metabolism	Purine metabolism
HMDB0001398	Guaiacol	Guaiacol		C01502	HMDB0001398	Benzenoids	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation
HMDB0001401	Glucose 6-phosphate	Glucose 6-phosphate		C00092	HMDB0001401	Carbohydrates	map00500 Starch and sucrose metabolism; map00521 Streptomycin biosynthesis; map00524 Neomycin, kanamycin and gentamicin biosynthesis; map00562 Inositol phosphate metabolism; map00998 Biosynthesis of various antibiotics; map01062 Biosynthesis of terpenoids and steroids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map02020 Two-component system; map02060 Phosphotransferase system (PTS); map04911 Insulin secretion; map04917 Prolactin signaling pathway; map04918 Thyroid hormone synthesis; map04931 Insulin resistance; map04973 Carbohydrate digestion and absorption; map05111 Biofilm formation - Vibrio cholerae; map05230 Central carbon metabolism in cancer; map05415 Diabetic cardiomyopathy	Carbohydrate metabolism	Starch and sucrose metabolism
HMDB0001431	Pyridoxamine	Pyridoxamine		C00534	HMDB0001431	Organoheterocyclic	map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map04977 Vitamin digestion and absorption	Metabolism of cofactors and vitamins	Vitamin B6 metabolism
HMDB0001488	Nicotinic acid	Nicotinic acid	Y	C00253	HMDB0001488	Pyridines and derivatives	map00760 Nicotinate and nicotinamide metabolism; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01240 Biosynthesis of cofactors; map05133 Pertussis	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism
HMDB0001491	Pyridoxal 5'-phosphate	Pyridoxal 5'-phosphate		C00018	HMDB0001491	Benzenoids	map00730 Thiamine metabolism; map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors; map04977 Vitamin digestion and absorption	Metabolism of cofactors and vitamins	Thiamine metabolism
HMDB0001514	Glucosamine	Glucosamine		C00329	HMDB0001514	Benzenoids	map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01250 Biosynthesis of nucleotide sugars; map02060 Phosphotransferase system (PTS)	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism
HMDB0001538	3-Pyridylacetic acid	3-Pyridylacetic acid			HMDB0001538	Pyridines and derivatives			
HMDB0001545	Pyridoxal	Pyridoxal		C00250	HMDB0001545	Benzenoids	map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01240 Biosynthesis of cofactors; map04977 Vitamin digestion and absorption	Metabolism of cofactors and vitamins	Vitamin B6 metabolism
HMDB0001548	Ribose 5-phosphate	Ribose 5-phosphate		C03736	HMDB0001548	Carbohydrates			
HMDB0001562	Folinic acid	Folinic acid		C03479	HMDB0001562	Organoheterocyclic	map00670 One carbon pool by folate; map01100 Metabolic pathways	Metabolism of cofactors and vitamins	One carbon pool by folate
HMDB0001587	Phenylglyoxylic acid	Phenylglyoxylic acid		C02137	HMDB0001587	Benzenoids	map00360 Phenylalanine metabolism; map00627 Aminobenzoate degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Amino acid metabolism	Phenylalanine metabolism
HMDB0001624	2-Hydroxycaproic acid	2-Hydroxycaproic acid			HMDB0001624	Fatty acids			
HMDB0001645	L-Norleucine	L-Norleucine		C01933	HMDB0001645	Amino acids and Peptides			
HMDB0001830	Progesterone	Progesterone		C00410	HMDB0001830	Steroids and steroid derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04080 Neuroactive ligand-receptor interaction; map04114 Oocyte meiosis; map04913 Ovarian steroidogenesis; map04914 Progesterone-mediated oocyte maturation; map04917 Prolactin signaling pathway; map04925 Aldosterone synthesis and secretion; map04927 Cortisol synthesis and secretion; map04934 Cushing syndrome; map05200 Pathways in cancer; map05207 Chemical carcinogenesis - receptor activation; map05215 Prostate cancer; map05224 Breast cancer; map07225 Glucocorticoid and mineralocorticoid receptor agonists/antagonists; map07226 Progesterone, androgen and estrogen receptor agonists/antagonists	Lipid metabolism	Steroid hormone biosynthesis
HMDB0001844	Methylsuccinic acid	Methylsuccinic acid	Y	C08645	HMDB0001844	Fatty acids			
HMDB0001847	Caffeine	Caffeine		C07481	HMDB0001847	Organoheterocyclic	map00232 Caffeine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments	Biosynthesis of other secondary metabolites	Caffeine metabolism
HMDB0001851	L-Arabitol	L-Arabitol		C00532	HMDB0001851	Carbohydrates	map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	Carbohydrate metabolism	Pentose and glucuronate interconversions
HMDB0001852	Retinoic acid	Retinoic acid		C00777	HMDB0001852	Phenylpropanoids and polyketides	map00830 Retinol metabolism; map01100 Metabolic pathways; map04659 Th17 cell differentiation; map04672 Intestinal immune network for IgA production; map05200 Pathways in cancer; map05222 Small cell lung cancer; map05223 Non-small cell lung cancer; map05226 Gastric cancer	Metabolism of cofactors and vitamins	Retinol metabolism
HMDB0001866	3,4-Dihydroxymandelic acid	3,4-Dihydroxymandelic acid		C05580	HMDB0001866	Benzenoids	map00350 Tyrosine metabolism; map01100 Metabolic pathways	Amino acid metabolism	Tyrosine metabolism
HMDB0001867	4-Aminohippuric acid	4-Aminohippuric acid	Y	D06890 	HMDB0001867	Benzenoids			
HMDB0001871	Epicatechin	Epicatechin		C09727	HMDB0001871	Phenylpropanoids and polyketides	map00941 Flavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Flavonoid biosynthesis
HMDB0001873	Isobutyric acid	Isobutyric acid	Y	C02632	HMDB0001873	Fatty acids	map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds; map04974 Protein digestion and absorption	Global and overview maps	Metabolic pathways
HMDB0001885	3-Chlorotyrosine	3-Chlorotyrosine	Y		HMDB0001885	Amino acids and Peptides			
HMDB0001890	Acetylcysteine	Acetylcysteine		C06809	HMDB0001890	Amino acids and Peptides			
HMDB0001891	m-Aminobenzoic acid	m-Aminobenzoic acid	Y		HMDB0001891	Benzenoids			
HMDB0001893	alpha-Tocopherol	alpha-Tocopherol		C02477	HMDB0001893	Quinone and hydroquinone lipids	map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01240 Biosynthesis of cofactors; map04216 Ferroptosis; map04977 Vitamin digestion and absorption	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis
HMDB0001901	Aminocaproic acid	Aminocaproic acid	Y	C02378	HMDB0001901	Fatty acids	map00930 Caprolactam degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Caprolactam degradation
HMDB0001906	2-Aminoisobutyric acid	2-Aminoisobutyric acid		C03665	HMDB0001906	Amino acids and Peptides			
HMDB0001928	Hydrochlorothiazide	Hydrochlorothiazide		C07041	HMDB0001928	Organoheterocyclic			
HMDB0001954	3-Hydroxyoctanoic acid	3-Hydroxyoctanoic acid			HMDB0001954	Organic acids			
HMDB0001955	3-Phenylbutyric acid	3-Phenylbutyric acid	Y		HMDB0001955	Phenylpropanoids and polyketides			
HMDB0001972	3-Aminosalicylic acid	3-Aminosalicylic acid	Y		HMDB0001972	Benzenoids			
HMDB0001987	2-Hydroxy-2-methylbutyric acid	2-Hydroxy-2-methylbutyric acid	Y		HMDB0001987	Amino acids and Peptides			
HMDB0002000	Myristoleic acid	Myristoleic acid	Y	C08322	HMDB0002000	Fatty acids			
HMDB0002006	2,3-Diaminopropionic acid	2,3-Diaminopropionic acid		C03401	HMDB0002006	Amino acids and Peptides	map00997 Biosynthesis of various other secondary metabolites; map00998 Biosynthesis of various antibiotics; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Biosynthesis of various secondary metabolites - part 3
HMDB0002024	Imidazoleacetic acid	Imidazoleacetic acid		C02835	HMDB0002024	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	Amino acid metabolism	Histidine metabolism
HMDB0002063	Heptacosanoic acid	Heptacosanoic acid			HMDB0002063	Fatty acids			
HMDB0002068	Erucic acid	Erucic acid		C08316	HMDB0002068	Fatty acids	map01040 Biosynthesis of unsaturated fatty acids	Lipid metabolism	Biosynthesis of unsaturated fatty acids
HMDB0002074	2,2-Dimethylsuccinic acid	2,2-Dimethylsuccinic acid			HMDB0002074	Fatty acids			
HMDB0002080	Petroselinic acid	Petroselinic acid		C08363	HMDB0002080	Fatty acids			
HMDB0002085	Syringic acid	Syringic acid		C10833	HMDB0002085	Benzenoids	map00627 Aminobenzoate degradation; map01120 Microbial metabolism in diverse environments	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation
HMDB0002092	Itaconic acid	Itaconic acid	Y	C00490	HMDB0002092	Organic acids	map00660 C5-Branched dibasic acid metabolism; map01100 Metabolic pathways	Carbohydrate metabolism	C5-Branched dibasic acid metabolism
HMDB0002095	Malonylcarnitine(C3DC)	Malonylcarnitine(C3DC)			HMDB0002095	Carnitines or Acyl carnitines			
HMDB0002096	3-Indolebutyric acid	3-Indolebutyric acid		C11284	HMDB0002096	Indoles and derivatives			
HMDB0002099	6-Methyladenine	6-Methyladenine		C08434	HMDB0002099	Organoheterocyclic			
HMDB0002108	Methylcysteine	Methylcysteine	Y	C22040	HMDB0002108	Amino acids and Peptides	map02010 ABC transporters		
HMDB0002127	3-Mercaptolactic acid	3-Mercaptolactic acid		C05823	HMDB0002127	Carbohydrates			
HMDB0002176	Ethylmethylacetic acid	Ethylmethylacetic acid	Y	C18319	HMDB0002176	Fatty acids	map04974 Protein digestion and absorption		
HMDB0002199	Desaminotyrosine	Desaminotyrosine		C01744	HMDB0002199	Phenylpropanoids and polyketides	map00946 Degradation of flavonoids; map01100 Metabolic pathways	Global and overview maps	Metabolic pathways
HMDB0002231	11Z-Eicosenoic acid	11Z-Eicosenoic acid		C16526	HMDB0002231	Fatty acids	map01040 Biosynthesis of unsaturated fatty acids	Lipid metabolism	Biosynthesis of unsaturated fatty acids
HMDB0002250	Dodecanoylcarnitine(C12)	Dodecanoylcarnitine(C12)			HMDB0002250	Carnitines or Acyl carnitines			
HMDB0002269	Curcumin	Curcumin		C10443	HMDB0002269	Phenylpropanoids and polyketides	map00945 Stilbenoid, diarylheptanoid and gingerol biosynthesis; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Stilbenoid, diarylheptanoid and gingerol biosynthesis
HMDB0002271	Imidazolepropionic acid	Imidazolepropionic acid		C20522	HMDB0002271	Imidazoles	map00340 Histidine metabolism	Amino acid metabolism	Histidine metabolism
HMDB0002285	2-Indolecarboxylic acid	2-Indolecarboxylic acid			HMDB0002285	Indoles and derivatives			
HMDB0002302	Indole-3-propionic acid	Indole-3-propionic acid			HMDB0002302	Indoles and derivatives			
HMDB0002340	2-Methylbenzoic acid	2-Methylbenzoic acid		C07215	HMDB0002340	Benzenoids	map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	Xenobiotics biodegradation and metabolism	Xylene degradation
HMDB0002361	Pentacosanoic acid	Pentacosanoic acid			HMDB0002361	Fatty acyls[FA]			
HMDB0002362	2,4-Diaminobutyric acid	2,4-Diaminobutyric acid			HMDB0002362	Amino acids and Peptides			
HMDB0002366	Tiglylcarnitine(C5:1)	Tiglylcarnitine(C5:1)			HMDB0002366	Fatty acyls[FA]			
HMDB0002428	Terephthalic acid	Terephthalic acid		C06337	HMDB0002428	Benzene and derivatives	map00624 Polycyclic aromatic hydrocarbon degradation; map00627 Aminobenzoate degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation
HMDB0002432	Sumiki's acid	Sumiki's acid		C20448	HMDB0002432	Organoheterocyclic			
HMDB0002441	3,3-Dimethylglutaric acid	3,3-Dimethylglutaric acid			HMDB0002441	Fatty acids			
HMDB0002643	3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid	3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid			HMDB0002643	Phenylpropanoids and polyketides			
HMDB0002658	6-Hydroxynicotinic acid	6-Hydroxynicotinic acid		C01020	HMDB0002658	Pyridine and derivatives	map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism
HMDB0002757	Cysteic acid	Cysteic acid		C00506	HMDB0002757	Amino acids and Peptides			
HMDB0002780	Catechin	Catechin		C06562	HMDB0002780	Phenylpropanoids and polyketides	map00941 Flavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	Biosynthesis of other secondary metabolites	Flavonoid biosynthesis
HMDB0002802	Cortisone	Cortisone		C00762	HMDB0002802	Steroids and steroid derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04960 Aldosterone-regulated sodium reabsorption; map05200 Pathways in cancer; map05215 Prostate cancer; map07225 Glucocorticoid and mineralocorticoid receptor agonists/antagonists	Lipid metabolism	Steroid hormone biosynthesis
